label,message,cleaned_message,message_length,digit_ratio,capital_ratio,special_char_count
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",gram usual run like ltgt half eighth smarter though get almost whole second gram ltgt,124,0.0,0.011235955056179775,0
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,k fyi x ride earli tomorrow morn he crash place tonight,80,0.0,0.015625,0
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.""",wow never realiz embarass accomod thought like sinc best could alway seem happi cave im sorri didnt dont give im sorri offer im sorri room embarass,291,0.0,0.03167420814479638,0
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,sm ac sptv new jersey devil detroit red wing play ice hockey correct incorrect end repli end sptv,120,0.0,0.2553191489361702,0
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,know mallika sherawat yesterday find lturlgt,76,0.0,0.12280701754385964,1
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",congrat 1 year special cinema pass 2 call 09061209465 c suprman v matrix3 starwars3 etc 4 free bx420ip45w 150pm dont miss,161,0.14906832298136646,0.12244897959183673,4
ham,"Sorry, I'll call later in meeting.",sorri ill call later meet,34,0.0,0.07692307692307693,0
ham,Tell where you reached,tell reach,22,0.0,0.05263157894736842,0
ham,Yes..gauti and sehwag out of odi series.,yesgauti sehwag odi seri,40,0.0,0.03225806451612903,0
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,gon na pick 1 burger way home cant even move pain kill,108,0.009259259259259259,0.0375,1
ham,Ha ha ha good joke. Girls are situation seekers.,ha ha ha good joke girl situat seeker,48,0.0,0.05263157894736842,0
ham,Its a part of checking IQ,part check iq,25,0.0,0.15,0
ham,"Sorry my roommates took forever, it ok if I come by now?",sorri roommat took forev ok come,56,0.0,0.046511627906976744,0
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,ok lar doubl check wif da hair dresser alreadi said wun cut v short said cut look nice,110,0.0,0.023529411764705882,0
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",valu custom pleas advis follow recent review mob award å£1500 bonu prize call 09066364589,153,0.09803921568627451,0.056074766355140186,0
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",today song dedic day song u dedic send ur valuabl frnd first rpli,124,0.0,0.03260869565217391,0
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",urgent ur award complimentari trip eurodisinc trav acoentry41 å£1000 claim txt di 87121 186å£150morefrmmob shracomorsglsuplt10 ls1 3aj,161,0.13043478260869565,0.22429906542056074,0
spam,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",hear new divorc barbi come ken stuff,80,0.0,0.0847457627118644,1
ham,I plane to give on this month end.,plane give month end,34,0.0,0.038461538461538464,0
ham,Wah lucky man... Then can save money... Hee...,wah lucki man save money hee,46,0.0,0.1,0
ham,Finished class where are you.,finish class,29,0.0,0.041666666666666664,0
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,hi babe im home wan na someth xx,45,0.0,1.0,0
ham,K..k:)where are you?how did you performed?,kkwhere youhow perform,42,0.0,0.03225806451612903,0
ham,U can call me now...,u call,20,0.0,0.07692307692307693,0
ham,I am waiting machan. Call me once you free.,wait machan call free,43,0.0,0.06060606060606061,0
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,that cool gentleman treat digniti respect,73,0.0,0.017241379310344827,0
ham,I like you peoples very much:) but am very shy pa.,like peopl much shi pa,50,0.0,0.02702702702702703,0
ham,Does not operate after  &lt;#&gt;  or what,oper ltgt,42,0.0,0.034482758620689655,0
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,still look job much ta earn,76,0.0,0.07017543859649122,0
ham,"Sorry, I'll call later",sorri ill call later,22,0.0,0.11764705882352941,0
ham,K. Did you call me just now ah? ,k call ah,32,0.0,0.09090909090909091,0
ham,Ok i am on the way to home hi hi,ok way home hi hi,32,0.0,0.043478260869565216,0
ham,You will be in the place of that man,place man,36,0.0,0.03571428571428571,0
ham,Yup next stop.,yup next stop,14,0.0,0.09090909090909091,0
ham,"I call you later, don't have network. If urgnt, sms me.",call later dont network urgnt sm,55,0.0,0.05,0
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,real u get yo need 2 ticket one jacket im done alreadi use multi,121,0.008264462809917356,0.04395604395604396,0
ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,ye start send request make pain came back im back bed doubl coin factori got ta cash nitro,144,0.0,0.045454545454545456,0
ham,I'm really not up to it still tonight babe,im realli still tonight babe,42,0.0,0.030303030303030304,0
ham,"Ela kano.,il download, come wen ur free..",ela kanoil download come wen ur free,41,0.0,0.03333333333333333,0
ham,Yeah do! DonÛ÷t stand to close tho- youÛ÷ll catch something!,yeah donû÷t stand close tho youû÷ll catch someth,62,0.0,0.08695652173913043,2
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,sorri pain ok meet anoth night spent late afternoon casualti mean havent done stuff42moro includ time sheet sorri,195,0.010256410256410256,0.026845637583892617,0
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,smile pleasur smile pain smile troubl pour like rain smile sum1 hurt u smile becoz someon still love see u smile,141,0.0070921985815602835,0.168141592920354,2
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,pleas call custom servic repres 0800 169 6031 10am9pm guarante å£1000 cash å£5000 prize,139,0.15827338129496402,0.04395604395604396,1
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,havent plan buy later check alreadi lido got 530 show e afternoon u finish work alreadi,107,0.028037383177570093,0.036585365853658534,0
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",free rington wait collect simpli text password mix 85069 verifi get usher britney fml,125,0.04,0.11827956989247312,0
ham,Watching telugu movie..wat abt u?,watch telugu moviewat abt u,33,0.0,0.038461538461538464,0
ham,i see. When we finish we have loads of loans to pay,see finish load loan pay,51,0.0,0.02564102564102564,0
ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""ham""",hi wk ok hol ye bit run forgot hairdress appoint four need get home n shower beforehand caus prob u ham,184,0.0,0.0364963503649635,1
ham,Please don't text me anymore. I have nothing else to say.,pleas dont text anymor noth els say,57,0.0,0.045454545454545456,0
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,okay name ur price long legal wen pick u ave x am xx,81,0.0,0.06779661016949153,1
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,im still look car buy gone 4the drive test yet,76,0.013157894736842105,0.03508771929824561,0
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,per request mell mell oru minnaminungint nurungu vettam set callertun caller press 9 copi friend callertun,160,0.00625,0.078125,0
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",wow your right didnt mean guess gave boston men chang search locat nyc someth chang cuz signin page still say boston,183,0.0,0.02857142857142857,1
ham,Umma my life and vava umma love you lot dear,umma life vava umma love lot dear,44,0.0,0.02857142857142857,0
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,thank lot wish birthday thank make birthday truli memor,95,0.0,0.025974025974025976,0
ham,"Aight, I'll hit you up when I get some cash",aight ill hit get cash,43,0.0,0.09375,0
ham,How would my ip address test that considering my computer isn't a minecraft server,would ip address test consid comput isnt minecraft server,82,0.0,0.014705882352941176,0
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,know grumpi old peopl mom like better lie alway one play joke,115,0.0,0.05813953488372093,1
ham,Dont worry. I guess he's busy.,dont worri guess he busi,30,0.0,0.09090909090909091,0
ham,What is the plural of the noun research?,plural noun research,40,0.0,0.03125,0
ham,Going for dinner.msg you after.,go dinnermsg,31,0.0,0.04,0
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,im ok wif co like 2 tri new thing scare u dun like mah co u said loud,96,0.010416666666666666,0.04411764705882353,0
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,gent tri contact last weekend draw show å£1000 prize guarante call 09064012160 claim code k52 valid 12hr 150ppm,159,0.13836477987421383,0.20192307692307693,1
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",wa ur openin sentenc formal anyway im fine juz tt im eatin much n puttin weighthaha anythin special happen,143,0.0,0.0380952380952381,0
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",enter cabin pa said happi bday boss felt special askd 4 lunch lunch invit apart went,156,0.00641025641025641,0.0990990990990991,2
spam,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,winner u special select 2 receiv å£1000 4 holiday flight inc speak live oper 2 claim 0871277810910pmin 18,153,0.1437908496732026,0.020833333333333332,0
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,goodo ye must speak friday eggpotato ratio tortilla need,72,0.0,0.03571428571428571,2
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,hmmmi uncl inform he pay school directli pl buy food,86,0.0,0.030303030303030304,0
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,privat 2004 account statement 07742676969 show 786 unredeem bonu point claim call 08719180248 identifi code 45239 expir,144,0.2361111111111111,0.18181818181818182,1
spam,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",urgent mobil award å£2000 bonu caller prize 5903 final tri contact u call landlin 09064019788 box42wr29c 150ppm,157,0.16560509554140126,0.25252525252525254,2
ham,here is my new address -apples&pairs&all that malarky,new address applespairsal malarki,53,0.0,0.0,0
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,today voda number end 7548 select receiv 350 award match pleas call 08712300220 quot claim code 4041 standard rate app,156,0.14102564102564102,0.02830188679245283,1
ham,I am going to sao mu today. Will be done only at 12 ,go sao mu today done 12,52,0.038461538461538464,0.05555555555555555,0
ham,ÌÏ predict wat time Ì_'ll finish buying?,ìï predict wat time ìll finish buy,40,0.0,0.0967741935483871,0
ham,"Good stuff, will do.",good stuff,20,0.0,0.06666666666666667,0
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",knowyetund hasnt sent money yet sent text bother send dont involv anyth shouldnt impos anyth first place apologis,244,0.0,0.021052631578947368,0
ham,Are you there in room.,room,22,0.0,0.058823529411764705,0
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,hey girl r u hope u r well del r bak long time c give call sum time lucyxx,107,0.0,0.974025974025974,2
ham,K..k:)how much does it cost?,kkhow much cost,28,0.0,0.05263157894736842,0
ham,I'm home.,im home,9,0.0,0.16666666666666666,0
ham,"Dear, will call Tmorrow.pls accomodate.",dear call tmorrowpl accomod,39,0.0,0.0625,0
ham,First answer my question.,first answer question,25,0.0,0.047619047619047616,0
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,sunshin quiz wkli q win top soni dvd player u know countri algarv txt ansr 82277 å£150 sptyron,126,0.06349206349206349,0.1590909090909091,1
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,want 2 get laid tonight want real dog locat sent direct 2 ur mob join uk largest dog network bt txting gravel 69888 nt ec2a 31pmsg150p,162,0.08024691358024691,0.14035087719298245,2
ham,I only haf msn. It's yijue@hotmail.com,haf msn yijuehotmailcom,38,0.0,0.06896551724137931,1
ham,He is there. You call and meet him,call meet,34,0.0,0.07692307692307693,0
ham,No no. I will check all rooms befor activities,check room befor activ,46,0.0,0.05405405405405406,0
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,youll rcv msg chat svc free hardcor servic text go 69988 u get noth u must age verifi yr network tri,155,0.03225806451612903,0.10434782608695652,0
ham,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,got c lazi type forgot ì lect saw pouch like v nice,86,0.0,0.09259259259259259,0
ham,"K, text me when you're on the way",k text your way,33,0.0,0.041666666666666664,0
ham,"Sir, Waiting for your mail.",sir wait mail,27,0.0,0.09523809523809523,0
ham,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8""",swt thought nver get tire littl thing 4 lovabl person cozsomtim littl thing occupi biggest part heart gud ni8,158,0.012658227848101266,0.041666666666666664,0
ham,I know you are. Can you pls open the back?,know pl open back,42,0.0,0.06451612903225806,0
ham,Yes see ya not on the dot,ye see ya dot,25,0.0,0.05263157894736842,0
ham,Whats the staff name who is taking class for us?,what staff name take class us,48,0.0,0.02631578947368421,0
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",freemsg havent repli text im randi sexi femal live local luv hear u netcollex ltd 08700621170150p per msg repli stop end,159,0.0880503144654088,0.08181818181818182,0
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,ummmawil call check inour life begin qatar pl pray hard,84,0.0,0.014925373134328358,0
ham,K..i deleted my contact that why?,ki delet contact,33,0.0,0.04,0
ham,Sindu got job in birla soft ..,sindu got job birla soft,30,0.0,0.045454545454545456,0
ham,The wine is flowing and i'm i have nevering..,wine flow im never,45,0.0,0.029411764705882353,0
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,yup thk cine better co need 2 go 2 plaza mah,59,0.03389830508474576,0.023809523809523808,0
ham,Ok... Ur typical reply...,ok ur typic repli,25,0.0,0.125,0
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,per request mell mell oru minnaminungint nurungu vettam set callertun caller press 9 copi friend callertun,160,0.00625,0.078125,0
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",everywher dirt floor window even shirt sometim open mouth come flow dream world without half chore time joy lot tv show ill see guess like thing must exist like rain hail mist time done becom one,384,0.0,0.01730103806228374,0
ham,Aaooooright are you at work?,aaooooright work,28,0.0,0.043478260869565216,0
ham,I'm leaving my house now...,im leav hous,27,0.0,0.05263157894736842,0
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",hello love get interview today happi good boy think mear miss,157,0.0,0.05982905982905983,0
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,custom servic annonc new year deliveri wait pleas call 07046744435 arrang deliveri,124,0.08870967741935484,0.053763440860215055,0
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,winner u special select 2 receiv å£1000 cash 4 holiday flight inc speak live oper 2 claim 0871277810810,146,0.136986301369863,0.020833333333333332,0
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,keep safe need miss alreadi envi everyon see real life,115,0.0,0.04395604395604396,0
ham,New car and house for my parents.:)i have only new job in hand:),new car hous parentsi new job hand,64,0.0,0.02127659574468085,0
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,im love im excit day spend make happi,85,0.0,0.04838709677419355,0
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,pl stop bootydeli 32f invit friend repli yes434 no434 see wwwsmsacubootydeli stop send stop frnd 62468,152,0.08552631578947369,0.30097087378640774,0
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",bangbab ur order way u receiv servic msg 2 download ur content u goto wap bangb tv ur mobil internetservic menu,155,0.0064516129032258064,0.16806722689075632,0
ham,I place all ur points on e cultures module already.,place ur point e cultur modul alreadi,51,0.0,0.024390243902439025,0
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,urgent tri contact last weekend draw show å£900 prize guarante call 09061701939 claim code s89 valid 12hr,157,0.11464968152866242,0.205607476635514,1
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",hi frnd best way avoid missunderstd wit belov one,74,0.0,0.01694915254237288,0
ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,great escap fanci bridg need lager see tomo,67,0.0,0.057692307692307696,0
ham,Yes :)it completely in out of form:)clark also utter waste.,ye complet formclark also utter wast,59,0.0,0.022222222222222223,0
ham,"Sir, I need AXIS BANK account no and bank address.",sir need axi bank account bank address,50,0.0,0.2564102564102564,0
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",hmmm thk sure got time hop ard ya go 4 free abt muz call u discuss liao,94,0.010638297872340425,0.06557377049180328,0
ham,What time you coming down later? ,time come later,33,0.0,0.038461538461538464,0
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",bloodi hell cant believ forgot surnam mr ill give u clue spanish begin,105,0.0,0.038461538461538464,0
